
Host: choehoyun-ui-MacBookAir.local

Timers On : Mon Aug 10 18:38:52 2026
Timers Off: Mon Aug 10 18:38:54 2026

Wall Time:        1.27 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :      0.117u      0.017s      0.025w      1 calls
build grid                          :      0.083u      0.017s      0.010w      1 calls
post-process grid                   :      0.033u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.004w     10 calls
DFH: initialize()                   :      0.183u      0.033s      0.047w      1 calls
DFH: AO Construction                :      0.050u      0.000s      0.004w      1 calls
DFH: AO-Met. Contraction            :      0.067u      0.000s      0.005w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.050s      0.027w      1 calls
SAD Guess                           :      0.017u      0.050s      0.026w      1 calls
HF: Form G                          :      4.833u      0.017s      0.380w     11 calls
RV: Form V                          :      4.617u      0.000s      0.354w     11 calls
Properties                          :      0.865p                          14751 calls
Functional                          :      0.490p                          14751 calls
V_xc                                :      1.455p                          14751 calls
JK: D                               :      0.000u      0.000s      0.000w     11 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     11 calls
JK: JK                              :      0.217u      0.017s      0.022w     11 calls
DFH: compute_JK()                   :      0.217u      0.017s      0.022w     11 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w     11 calls
DFH: compute_J                      :      0.033u      0.000s      0.004w     11 calls
DFH: compute_K                      :      0.183u      0.000s      0.014w     11 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.283u      0.067s      0.202w     10 calls
HF: Form C                          :      0.017u      0.000s      0.003w     10 calls

--------------------------------------------------------------------------------------
V: Grid                             :      0.117u      0.017s      0.025w      1 calls
| build grid                        :      0.083u      0.017s      0.010w      1 calls
| post-process grid                 :      0.033u      0.000s      0.014w      1 calls
DFH: sparsity prep                  :      0.000u      0.000s      0.003w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      1 calls
DFH: initialize()                   :      0.183u      0.033s      0.047w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.002w      9 calls
| DFH: AO Construction              :      0.050u      0.000s      0.004w      1 calls
| DFH: AO-Met. Contraction          :      0.067u      0.000s      0.005w      1 calls
HF: Form core H                     :      0.000u      0.017s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.050s      0.027w      1 calls
| SAD Guess                         :      0.017u      0.050s      0.026w      1 calls
HF: Form G                          :      4.833u      0.017s      0.380w     11 calls
| RV: Form V                        :      4.617u      0.000s      0.354w     11 calls
| | Properties                      :      0.865p                          14751 calls
| | Functional                      :      0.490p                          14751 calls
| | V_xc                            :      1.455p                          14751 calls
| JK: D                             :      0.000u      0.000s      0.000w     11 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     11 calls
| JK: JK                            :      0.217u      0.017s      0.022w     11 calls
| | DFH: compute_JK()               :      0.217u      0.017s      0.022w     11 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     11 calls
| | | DFH: compute_J                :      0.033u      0.000s      0.004w     11 calls
| | | DFH: compute_K                :      0.183u      0.000s      0.014w     11 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w     11 calls
HF: Form F                          :      0.000u      0.000s      0.000w     11 calls
HF: Form D                          :      0.000u      0.000s      0.000w     11 calls
HF: DIIS                            :      0.283u      0.067s      0.202w     10 calls
HF: Form C                          :      0.017u      0.000s      0.003w     10 calls

**************************************************************************************
